"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","aspect","time_since","burnsev","count_v2","prop_area","area_ha","strata_nm","grove_name","grovearea_ha","unit_name","grove","Ease.of.Access","geometry"
"518","Site-024","Base","None",-118.829211118829,36.6516255638276,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Lost",30.8702161787428,"Sequoia and Kings Canyon National Parks","Lost","Easy",c(104524.100308837, -151058.184292602)
"519","Site-068","Over","Next",-118.826666639829,36.6500687494501,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Lost",30.8702161787428,"Sequoia and Kings Canyon National Parks","Lost","Easy",c(104753.392560659, -151228.389648289)
"520","Site-116","Over","Next",-118.826682368111,36.6490478753965,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Lost",30.8702161787428,"Sequoia and Kings Canyon National Parks","Lost","Easy",c(104753.392560659, -151341.859885414)
"521","Site-012","Base","None",-118.835711856537,36.6281426452605,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103975.815615339, -153675.053632157)
"522","Site-028","Base","None",-118.835576210421,36.6370168786855,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103975.815615339, -152688.689212912)
"523","Site-040","Over","Next",-118.846007025815,36.6267645294726,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103058.323663887, -153839.447702032)
"524","Site-056","Over","Next",-118.841696336906,36.6306669880471,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103437.975505867, -153401.0635157)
"525","Site-072","Over","Next",-118.846700552012,36.6277574862243,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(102995.04835689, -153729.851655449)
"526","Site-088","Over","Next",-118.844936870269,36.6272471449182,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103153.236624382, -153784.64967874)
"527","Site-104","Over","Next",-118.838862379656,36.6306391322292,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103691.076733854, -153401.0635157)
"528","Site-02","Base","None",-118.846933968669,36.6271524468959,"None",28098.6493960167,0.000035588899164,"None","NW_E","under5","Moderate","one",0.01,14.0493246980083,"NW_E-under5-Moderate-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(102975.021993253, -153797.34469736)
"529","Site-06","Over","Next",-118.846920533263,36.6280400789492,"None",28098.6493960167,0.000035588899164,"None","NW_E","under5","Moderate","one",0.01,14.0493246980083,"NW_E-under5-Moderate-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(102975.021993253, -153698.685385072)
"530","Site-09","Over","Next",-118.846309651775,36.6262585798421,"None",28098.6493960167,0.000035588899164,"None","NW_E","under5","Moderate","one",0.01,14.0493246980083,"NW_E-under5-Moderate-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103031.982973761, -153896.004009649)
"531","Site-10","Over","Next",-118.847870471479,36.6284932407196,"None",28098.6493960167,0.000035588899164,"None","NW_E","under5","Moderate","one",0.01,14.0493246980083,"NW_E-under5-Moderate-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(102889.580522491, -153649.355728927)
"532","Site-13","Over","Next",-118.845509099016,36.6264726896914,"None",28098.6493960167,0.000035588899164,"None","NW_E","under5","Moderate","one",0.01,14.0493246980083,"NW_E-under5-Moderate-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103103.184199396, -153871.339181577)
"533","Site-17","Over","Next",-118.847252848416,36.6271555629899,"None",28098.6493960167,0.000035588899164,"None","NW_E","under5","Moderate","one",0.01,14.0493246980083,"NW_E-under5-Moderate-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(102946.541502999, -153797.34469736)
"534","Site-08","Base","None",-118.837136598094,36.6312978875072,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103844.285532319, -153325.965559829)
"535","Site-24","Base","None",-118.833122174635,36.6340226848349,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(104199.030357754, -153018.747529141)
"536","Site-84","Over","Next",-118.836404215988,36.6358980487321,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103903.409669891, -152813.935508682)
"537","Site-012","Base","None",-118.845854106268,36.6275274890252,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103070.947368261, -153754.491931262)
"538","Site-028","Base","None",-118.847854336022,36.6323562757496,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(102885.804042631, -153220.029186807)
"539","Site-044","Base","None",-118.842017146636,36.6298945129122,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103410.376798582, -153487.260559035)
"540","Site-056","Over","Next",-118.845443025025,36.6318517815565,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103101.804589199, -153273.475461253)
"541","Site-072","Over","Next",-118.847206969499,36.6294644114084,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(102947.518484508, -153540.70683348)
"542","Site-084","Over","Next",-118.840605861823,36.6318043489308,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103533.805682335, -153273.475461253)
"543","Site-104","Over","Next",-118.844046383996,36.6327999535558,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103225.233472952, -153166.582912362)
"544","Site-120","Over","Next",-118.847868881651,36.6313945711764,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(102885.804042631, -153326.921735698)
"545","Site-132","Over","Next",-118.84063513551,36.6298809408316,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103533.805682335, -153487.260559035)
"546","Site-184","Over","Next",-118.849632739516,36.629007164355,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(102731.51793794, -153594.153107925)
"547","Site-192","Over","Next",-118.843399158254,36.6299080688054,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103286.947914829, -153487.260559035)
"548","Site-01","Base","None",-118.844731491702,36.6326697823067,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103164.233512291, -153181.794892865)
"549","Site-05","Base","None",-118.848238299991,36.6297212709127,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(102855.075634721, -153513.280748562)
"550","Site-17","Base","None",-118.844885898752,36.6333596312975,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103149.511708597, -153105.298156935)
"551","Site-21","Over","Next",-118.848736278672,36.6294966851816,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(102810.910223639, -153538.779660539)
"552","Site-33","Over","Next",-118.844556208786,36.6333564032063,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103178.955315985, -153105.298156935)
"553","Site-37","Over","Next",-118.85041234238,36.6276774601857,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(102663.692186701, -153742.770956353)
"554","Site-49","Over","Next",-118.845861065174,36.6342869566465,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103061.180886434, -153003.302509028)
"555","Site-65","Over","Next",-118.84943027544,36.6272089948434,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(102752.023008864, -153793.768780306)
"556","Site-040","Base","None",-118.835362025461,36.6333078474054,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(104000.003733244, -153100.64856085)
"557","Site-056","Over","Next",-118.837952844598,36.6318018389032,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103770.711481422, -153270.853916538)
"558","Site-080","Over","Next",-118.839732283968,36.6353929725511,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103606.93130155, -152873.7080866)
"559","Site-092","Over","Next",-118.837547124809,36.6343504304138,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103803.467517397, -152987.178323725)
"560","Site-104","Over","Next",-118.84567828031,36.6303461203489,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103082.834725957, -153441.059272225)
"561","Site-128","Over","Next",-118.839029823776,36.6333439938569,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103672.443373499, -153100.64856085)
"562","Site-140","Over","Next",-118.83611118331,36.632294204157,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Muir",160.51346782015,"Sequoia and Kings Canyon National Parks","Muir","Easy",c(103934.491661295, -153214.118797975)
"563","Site-025","Base","None",-118.724259584723,36.4711671126836,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(114163.140041809, -170991.228992243)
"564","Site-041","Over","Next",-118.719327143804,36.4701273072356,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(114606.067190786, -171100.825038826)
"565","Site-073","Over","Next",-118.720741120034,36.4701426801537,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(114479.516576793, -171100.825038826)
"566","Site-089","Over","Next",-118.732759940903,36.4702726643278,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(113403.836357849, -171100.825038826)
"567","Site-011","Base","None",-118.730246252335,36.4733989805105,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(113624.116929144, -170750.407204911)
"568","Site-023","Base","None",-118.738568883652,36.4706026793462,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(112883.543626626, -171071.084851583)
"569","Site-027","Base","None",-118.728899123383,36.4714605981284,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(113747.545812897, -170964.192302692)
"570","Site-039","Base","None",-118.732394839539,36.4686125176174,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(113438.973603515, -171284.869949365)
"571","Site-043","Base","None",-118.723398721995,36.4704391594983,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(114241.261347909, -171071.084851583)
"572","Site-055","Over","Next",-118.726814400761,36.472399995219,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(113932.689138527, -170857.299753801)
"573","Site-059","Over","Next",-118.719549732332,36.4737640955849,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(114580.69077823, -170696.960930465)
"574","Site-071","Over","Next",-118.730951819388,36.4724446653243,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(113562.402487268, -170857.299753801)
"575","Site-079","Over","Next",-118.737911129447,36.468671784085,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(112945.258068503, -171284.869949365)
"576","Site-083","Over","Next",-118.731368527138,36.4681205003283,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(113531.54526633, -171338.31622381)
"577","Site-091","Over","Next",-118.722308057325,36.4737940619802,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(114333.833010724, -170696.960930465)
"578","Site-095","Over","Next",-118.725836230582,36.4690226785823,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(114025.260801342, -171231.423674919)
"579","Site-103","Over","Next",-118.728867095153,36.4733840983712,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(113747.545812897, -170750.407204911)
"580","Site-107","Over","Next",-118.721634581591,36.4728248276654,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(114395.547452601, -170803.853479356)
"581","Site-119","Over","Next",-118.727904847492,36.4690450490281,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(113840.117475712, -171231.423674919)
"582","Site-131","Over","Next",-118.729941465455,36.4709908856017,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(113654.974150083, -171017.638577138)
"583","Site-143","Over","Next",-118.726509726116,36.469991890415,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(113963.546359465, -171124.531126029)
"584","Site-155","Over","Next",-118.717882315741,36.4703792131111,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(114734.976882921, -171071.084851583)
"585","Site-167","Over","Next",-118.732314989117,36.4734212734292,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(113438.973603515, -170750.407204911)
"586","Site-175","Over","Next",-118.739611154512,36.4701328810455,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(112790.971963811, -171124.531126029)
"587","Site-183","Over","Next",-118.724392873464,36.4728547452315,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(114148.689685095, -170803.853479356)
"588","Site-191","Over","Next",-118.728851080432,36.4743458479056,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(113747.545812897, -170643.51465602)
"589","Site-010","Base","None",-118.730951081247,36.4709000173849,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(113564.76623781, -171028.946026587)
"590","Site-070","Over","Next",-118.730559621866,36.4724274703907,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(113597.522273785, -170858.7406709)
"591","Site-150","Over","Next",-118.729095616117,36.4724116758338,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Oriole Lake",129.72324984327,"Sequoia and Kings Canyon National Parks","Oriole Lake","Moderate",c(113728.546417683, -170858.7406709)
"592","Site-008","Base","None",-118.859224181786,36.6194967557153,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Pine Ridge",63.9757327774478,"Sequoia and Kings Canyon National Parks","Pine Ridge","Difficult",c(101887.730484448, -154661.418051403)
"593","Site-020","Base","None",-118.862766119826,36.6195309536847,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Pine Ridge",63.9757327774478,"Sequoia and Kings Canyon National Parks","Pine Ridge","Difficult",c(101571.353949464, -154661.418051403)
"594","Site-036","Over","Next",-118.86106148161,36.6150767113312,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Pine Ridge",63.9757327774478,"Sequoia and Kings Canyon National Parks","Pine Ridge","Difficult",c(101729.542216956, -155154.600261026)
"595","Site-068","Over","Next",-118.860626210721,36.6204964814181,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Pine Ridge",63.9757327774478,"Sequoia and Kings Canyon National Parks","Pine Ridge","Difficult",c(101761.179870454, -154551.82200482)
"596","Site-14","Over","Next",-118.862794737568,36.622201758969,"None",28098.6493960167,0.000035588899164,"None","NW_E","under5","Moderate","one",0.01,14.0493246980083,"NW_E-under5-Moderate-one","Pine Ridge",63.9757327774478,"Sequoia and Kings Canyon National Parks","Pine Ridge","Difficult",c(101565.237725681, -154364.635743021)
"597","Site-18","Over","Next",-118.862462624463,36.6230863203397,"None",28098.6493960167,0.000035588899164,"None","NW_E","under5","Moderate","one",0.01,14.0493246980083,"NW_E-under5-Moderate-one","Pine Ridge",63.9757327774478,"Sequoia and Kings Canyon National Parks","Pine Ridge","Difficult",c(101593.718215935, -154265.976430732)
"598","Site-040","Base","None",-118.856025033739,36.6175271330406,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Pine Ridge",63.9757327774478,"Sequoia and Kings Canyon National Parks","Pine Ridge","Difficult",c(102176.087961052, -154876.863694616)
"599","Site-092","Over","Next",-118.85670149725,36.6184955416814,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Pine Ridge",63.9757327774478,"Sequoia and Kings Canyon National Parks","Pine Ridge","Difficult",c(102114.373519175, -154769.971145725)
"600","Site-160","Over","Next",-118.85976018957,36.6218916187103,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Pine Ridge",63.9757327774478,"Sequoia and Kings Canyon National Parks","Pine Ridge","Difficult",c(101836.658530731, -154395.847224607)
"601","Site-196","Over","Next",-118.860890056972,36.6156505104358,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Pine Ridge",63.9757327774478,"Sequoia and Kings Canyon National Parks","Pine Ridge","Difficult",c(101744.086867916, -155090.648792398)
"602","Site-36","Over","Next",-118.713525828104,36.4622975974263,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Redwood Creek",62.6246097182363,"Sequoia and Kings Canyon National Parks","Redwood Creek","Moderate",c(115136.99580867, -171963.85942156)
"603","Site-68","Over","Next",-118.713541353168,36.4613762121743,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Redwood Creek",62.6246097182363,"Sequoia and Kings Canyon National Parks","Redwood Creek","Moderate",c(115136.99580867, -172066.26543179)
"604","Site-049","Over","Next",-118.631325696112,36.5273261763107,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(122388.929951382, -164634.65829044)
"605","Site-01","Base","None",-118.633396799329,36.5282072235379,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(122202.330248586, -164539.423679937)
"606","Site-17","Base","None",-118.634041401426,36.5291362387352,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(122143.206111013, -164437.017669707)
"607","Site-004","Base","None",-118.642351275157,36.5291717304624,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121400.136605585, -164443.746820349)
"608","Site-015","Base","None",-118.637469225175,36.5320011126606,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Meadow",190.015382720439,"Sequoia and Kings Canyon National Parks","Redwood Meadow","Moderate",c(121832.13769872, -164123.069173676)
