"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","aspect","time_since","burnsev","count_v2","prop_area","area_ha","strata_nm","grove_name","grovearea_ha","unit_name","grove","Ease.of.Access","geometry"
"913","Site-039","Base","None",-118.908685483814,36.7131371594849,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(97350.5284304122, -144306.705183669)
"914","Site-043","Base","None",-118.925172560091,36.6898053661654,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95909.2628475324, -146916.520637542)
"915","Site-047","Base","None",-118.913222722975,36.7039900143007,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96957.4559987177, -145327.937317793)
"916","Site-052","Over","Next",-118.913655424393,36.6993994950778,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96924.6999627432, -145838.553384855)
"917","Site-055","Over","Next",-118.896753979742,36.7002638151833,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(98431.4776175721, -145725.08314773)
"918","Site-059","Over","Next",-118.928468879633,36.69034582593,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95614.4585237615, -146859.78551898)
"919","Site-063","Over","Next",-118.928944424981,36.7087281210928,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95548.9464518124, -144817.321250731)
"920","Site-067","Over","Next",-118.911841810366,36.6978512960346,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(97088.4801426159, -146008.758740543)
"921","Site-071","Over","Next",-118.926309729107,36.6872632035886,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95810.9947396088, -147200.196230354)
"922","Site-076","Over","Next",-118.921717207079,36.7004943782314,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96204.0671713033, -145725.08314773)
"923","Site-079","Over","Next",-118.910072128235,36.6932404641671,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(97252.2603224886, -146519.374807605)
"924","Site-083","Over","Next",-118.926971861767,36.6923742360883,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95745.4826676597, -146632.84504473)
"925","Site-088","Over","Next",-118.921444139361,36.6938553801351,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96236.8232072778, -146462.639689042)
"926","Site-091","Over","Next",-118.911005371965,36.7049905889964,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(97153.992214565, -145214.467080668)
"927","Site-095","Over","Next",-118.930973771037,36.694963035196,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95385.1662719397, -146349.169451917)
"928","Site-100","Over","Next",-118.913640852294,36.7004203617014,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96924.6999627432, -145725.08314773)
"929","Site-103","Over","Next",-118.931793899995,36.6888444485945,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95319.6541999906, -147029.990874667)
"930","Site-107","Over","Next",-118.931016785629,36.6919004219073,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95385.1662719397, -146689.580163292)
"931","Site-112","Over","Next",-118.926727142653,36.709728989259,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95745.4826676597, -144703.851013606)
"932","Site-115","Over","Next",-118.91041727891,36.6947751541853,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(97219.5042865141, -146349.169451917)
"933","Site-119","Over","Next",-118.924726185362,36.695416812991,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95942.0188835069, -146292.434333355)
"934","Site-124","Over","Next",-118.922854651208,36.6979522586052,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96105.7990633796, -146008.758740543)
"935","Site-127","Over","Next",-118.898192841729,36.7023192521823,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(98300.4534736739, -145498.14267348)
"936","Site-131","Over","Next",-118.914287683999,36.7065523057921,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96859.1878907941, -145044.261724981)
"937","Site-136","Over","Next",-118.922207202437,36.6918203427621,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96171.3111353287, -146689.580163292)
"938","Site-139","Over","Next",-118.909580740687,36.7019144448376,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(97285.0163584631, -145554.877792043)
"939","Site-143","Over","Next",-118.922724601364,36.7071400597639,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96105.7990633796, -144987.526606418)
"940","Site-147","Over","Next",-118.88680482179,36.7027229614264,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(99315.8905888847, -145441.407554918)
"941","Site-148","Over","Next",-118.913684567418,36.6973577607169,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96924.6999627432, -146065.493859105)
"942","Site-151","Over","Next",-118.929591590675,36.6888245048936,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95516.1904158379, -147029.990874667)
"943","Site-155","Over","Next",-118.925661718355,36.7071668128163,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95843.7507755833, -144987.526606418)
"944","Site-159","Over","Next",-118.925215805168,36.6867427493574,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95909.2628475324, -147256.931348917)
"945","Site-163","Over","Next",-118.919326114705,36.7137454882966,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96400.6033871505, -144249.970065106)
"946","Site-167","Over","Next",-118.923632155067,36.6948963456037,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96040.2869914306, -146349.169451917)
"947","Site-171","Over","Next",-118.913251879366,36.7019482833649,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96957.4559987177, -145554.877792043)
"948","Site-175","Over","Next",-118.932096500117,36.6934416928496,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95286.8981640161, -146519.374807605)
"949","Site-179","Over","Next",-118.91499284597,36.7086007814059,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96793.675818845, -144817.321250731)
"950","Site-183","Over","Next",-118.92612249811,36.7005345180986,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95810.9947396088, -145725.08314773)
"951","Site-187","Over","Next",-118.928958793379,36.7077072555885,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95548.9464518124, -144930.791487856)
"952","Site-48","Over","Next",-118.978065638509,36.7313423964787,"None",173582.802656639,0.00000576093936,"None","NW_E","under5","Low","many",0.06,243.015923719295,"NW_E-under5-Low-many","Sequoia Creek",24.6781629473665,"Sequoia and Kings Canyon National Parks","Sequoia Creek","Easy",c(91139.9214108414, -142352.387277175)
"953","Site-024","Base","None",-118.851823271795,36.6169595105393,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Skagway",59.8050902109709,"Sequoia and Kings Canyon National Parks","Skagway","Difficult",c(102552.121207913, -154935.40816786)
"954","Site-052","Over","Next",-118.847256210838,36.6144495210987,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Skagway",59.8050902109709,"Sequoia and Kings Canyon National Parks","Skagway","Difficult",c(102963.410703392, -155209.398284317)
"955","Site-084","Over","Next",-118.849698183273,36.616938807377,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Skagway",59.8050902109709,"Sequoia and Kings Canyon National Parks","Skagway","Difficult",c(102741.947128903, -154935.40816786)
"956","Site-100","Over","Next",-118.846562798525,36.6134565626242,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Skagway",59.8050902109709,"Sequoia and Kings Canyon National Parks","Skagway","Difficult",c(103026.686010388, -155318.9943309)
"957","Site-016","Base","None",-118.840825378452,36.6173787541142,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Skagway",59.8050902109709,"Sequoia and Kings Canyon National Parks","Skagway","Difficult",c(103533.805682335, -154876.863694616)
"958","Site-060","Over","Next",-118.846690686693,36.6179171692714,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Skagway",59.8050902109709,"Sequoia and Kings Canyon National Parks","Skagway","Difficult",c(103009.232926384, -154823.41742017)
"959","Site-076","Over","Next",-118.842898055227,36.6173991029213,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Skagway",59.8050902109709,"Sequoia and Kings Canyon National Parks","Skagway","Difficult",c(103348.662356705, -154876.863694616)
"960","Site-096","Over","Next",-118.844956153567,36.6183811245854,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Skagway",59.8050902109709,"Sequoia and Kings Canyon National Parks","Skagway","Difficult",c(103163.519031076, -154769.971145725)
